num_date_time,answer
1_20220829 01,1775.3822564573886
1_20220829 02,1863.3677947552362
1_20220829 03,1741.5433706320516
1_20220829 04,1741.8320247570346
1_20220829 05,1904.8885930033375
1_20220829 06,1798.52734042588
1_20220829 07,1839.462352141755
1_20220829 08,2619.150147869944
1_20220829 09,2792.376438167327
1_20220829 10,2627.0987007360873
1_20220829 11,2639.504825090435
1_20220829 12,2873.100272081259
1_20220829 13,2975.5542082616707
1_20220829 14,2858.749367608797
1_20220829 15,3063.35879597466
1_20220829 16,2893.777448139429
1_20220829 17,2848.4654099202235
1_20220829 18,2607.408923299042
1_20220829 19,2831.8008262828853
1_20220829 20,1866.807300977737
1_20220829 21,1899.1104064763574
1_20220829 22,1827.0325123455632
1_20220829 23,1872.0354217370987
1_20220830 00,1890.3463051957337
1_20220830 01,1854.3947607019752
1_20220830 02,1878.5718164671937
1_20220830 03,1741.7414884228942
1_20220830 04,1926.3061066600433
1_20220830 05,2157.935889422559
1_20220830 06,2050.6914719478723
1_20220830 07,2112.902757249861
1_20220830 08,3019.908696788144
1_20220830 09,3001.019262949504
1_20220830 10,2953.6045217838555
1_20220830 11,3243.714997488639
1_20220830 12,3048.213165907872
1_20220830 13,3004.9694836619074
1_20220830 14,3329.983229684464
1_20220830 15,3160.9044811475387
1_20220830 16,3068.9150304193463
1_20220830 17,3046.838764296143
1_20220830 18,3059.1772542212266
1_20220830 19,3097.7076272201725
1_20220830 20,2120.0622148012344
1_20220830 21,1960.7237071760796
1_20220830 22,1978.2691732950364
1_20220830 23,1806.1118894118756
1_20220831 00,1802.390210668877
1_20220831 01,1889.6428950183572
1_20220831 02,1787.9506746605637
1_20220831 03,1822.696454259799
1_20220831 04,1879.333100618597
1_20220831 05,1912.2015986481765
1_20220831 06,1760.911735608114
1_20220831 07,1825.1965914282384
1_20220831 08,2774.543301992248
1_20220831 09,2787.2405624793814
1_20220831 10,2962.483128092001
1_20220831 11,3341.9457245995955
1_20220831 12,3281.4630047900882
1_20220831 13,3177.6917779629175
1_20220831 14,3338.0663254960514
1_20220831 15,3300.7958876776343
1_20220831 16,3129.440051004506
1_20220831 17,3424.716019056989
1_20220831 18,3145.63675559193
1_20220831 19,3147.082942607889
1_20220831 20,1994.3159808331657
1_20220831 21,1875.5888633122388
1_20220831 22,2077.875624279017
1_20220831 23,1822.3545226089052
2_20220825 00,1165.1018017112963
2_20220825 01,1182.255893762312
2_20220825 02,1255.2916711609828
2_20220825 03,1337.3839277223792
2_20220825 04,1313.9647980188763
2_20220825 05,1266.810762239603
2_20220825 06,1195.5895894877772
2_20220825 07,1257.2271091493374
2_20220825 08,2084.9472390587216
2_20220825 09,1951.5589020493046
2_20220825 10,2127.320043829234
2_20220825 11,1954.4728442276157
2_20220825 12,2186.431594649782
2_20220825 13,2241.243426482181
2_20220825 14,2065.8321559540327
2_20220825 15,1790.355678102222
2_20220825 16,1840.2401286407496
2_20220825 17,2199.9896029771267
2_20220825 18,2096.7488684283526
2_20220825 19,2144.225397736763
2_20220825 20,1296.050834032914
2_20220825 21,1337.0638555883488
2_20220825 22,1309.8148270913057
2_20220825 23,1386.9663708891744
2_20220826 00,1264.2743980623345
2_20220826 01,1190.0411353762508
2_20220826 02,1186.4963825808445
2_20220826 03,1121.4359802891572
2_20220826 04,1136.902364946965
2_20220826 05,1194.6356004095778
2_20220826 06,1134.7249306157355
2_20220826 07,1147.3025496183845
2_20220826 08,1770.1325295084478
2_20220826 09,2067.153117676271
2_20220826 10,1854.3857168948005
2_20220826 11,2041.9349127103044
2_20220826 12,2087.1694453078235
2_20220826 13,2078.9980926459757
2_20220826 14,2140.1355064373897
2_20220826 15,2270.106209509561
2_20220826 16,2257.8176969705096
2_20220826 17,2104.0825458185204
2_20220826 18,1980.2796898381896
2_20220826 19,2008.3017814278237
2_20220826 20,1209.3045211692622
2_20220826 21,1275.3950046191544
2_20220826 22,1429.0326934315542
2_20220826 23,1242.832945558711
2_20220827 00,1181.1565899452035
2_20220827 01,1136.4937976849733
2_20220827 02,1503.9727857982841
2_20220827 03,1305.7402352222177
2_20220827 04,1244.611857740552
2_20220827 05,1196.2038700260186
2_20220827 06,1183.4840294355176
2_20220827 07,1153.0058793432188
2_20220827 08,1694.4450382465682
2_20220827 09,1555.2158311950618
2_20220827 10,1872.2215886582253
2_20220827 11,1957.2997755391195
2_20220827 12,1961.7135179844195
2_20220827 13,2019.5874296012141
2_20220827 14,1977.4972464536702
2_20220827 15,2007.0528073077185
2_20220827 16,1988.7209496093064
2_20220827 17,1899.8094489844073
2_20220827 18,1997.3998461014992
2_20220827 19,1902.4012295654256
2_20220827 20,1132.927130781133
2_20220827 21,1278.823923426661
2_20220827 22,1170.4020419952062
2_20220827 23,1288.7801006339116
2_20220828 00,1103.5658931117694
2_20220828 01,969.0306815438717
2_20220828 02,1055.1724024512691
2_20220828 03,1018.4105951225813
2_20220828 04,1054.768733542809
2_20220828 05,972.8874887487958
2_20220828 06,1010.5173541796369
2_20220828 07,1052.3275574508818
2_20220828 08,1696.7155945014604
2_20220828 09,1454.0537175723541
2_20220828 10,1731.0335163646293
2_20220828 11,1758.5803812076856
2_20220828 12,1678.0568829548924
2_20220828 13,1721.211582492966
2_20220828 14,1839.8308686854646
2_20220828 15,2024.258239301149
2_20220828 16,2101.917227993338
2_20220828 17,2057.8714028344516
2_20220828 18,1892.7554319438298
2_20220828 19,1842.2501401040622
2_20220828 20,1208.0111259832593
2_20220828 21,1133.2641484444193
2_20220828 22,1102.8807140877984
2_20220828 23,1080.2481831008236
2_20220829 00,1116.1393973978795
2_20220829 01,1079.9347144504559
2_20220829 02,1077.0899609397736
2_20220829 03,973.0715815929291
2_20220829 04,1081.6133758837666
2_20220829 05,1145.774676741068
2_20220829 06,1084.2473727105435
2_20220829 07,1132.1485121985218
2_20220829 08,1004.6333968691597
2_20220829 09,1013.2932416785084
2_20220829 10,1055.0247349396982
2_20220829 11,1019.399659913149
2_20220829 12,1057.5836689823948
2_20220829 13,1132.1734541602236
2_20220829 14,1131.2942788656635
2_20220829 15,1263.7449325195073
2_20220829 16,1200.849740148223
2_20220829 17,1212.190122938025
2_20220829 18,1079.1776007246635
2_20220829 19,1235.9235806567146
2_20220829 20,1105.9761054754304
2_20220829 21,1191.22462229807
2_20220829 22,1104.0404001029276
2_20220829 23,1132.4747823095367
2_20220830 00,1266.540234232438
2_20220830 01,1254.6812580706176
2_20220830 02,1246.999339095685
2_20220830 03,1175.7348422118048
2_20220830 04,1311.462598682977
2_20220830 05,1536.487159179676
2_20220830 06,1397.797393100218
2_20220830 07,1324.9566130799662
2_20220830 08,1927.450567863237
2_20220830 09,1881.073371198655
2_20220830 10,1909.9862475649
2_20220830 11,1937.674139276059
2_20220830 12,1861.6336561022376
2_20220830 13,1924.7540102878145
2_20220830 14,1905.019631849663
2_20220830 15,1762.8077801906568
2_20220830 16,1845.4207053612513
2_20220830 17,1851.915038775673
2_20220830 18,1892.4217672088978
2_20220830 19,1810.4255603201216
2_20220830 20,1451.063422724195
2_20220830 21,1318.1965968288423
2_20220830 22,1283.584313208121
2_20220830 23,1175.131421099676
2_20220831 00,1109.6876810193767
2_20220831 01,1204.0725249472791
2_20220831 02,1093.7174699548186
2_20220831 03,1156.7804942343494
2_20220831 04,1206.8745812628779
2_20220831 05,1251.1223200095394
2_20220831 06,1076.4503320956242
2_20220831 07,1158.8096575851873
2_20220831 08,1534.151540905285
2_20220831 09,1578.893127599811
2_20220831 10,1672.0192119064984
2_20220831 11,1882.830945827935
2_20220831 12,1831.1347867715456
2_20220831 13,1752.2284470357538
2_20220831 14,1878.282891333817
2_20220831 15,1841.0903029336057
2_20220831 16,1851.169763665221
2_20220831 17,1866.0639612774476
2_20220831 18,1909.4994661428073
2_20220831 19,1804.5449807129758
2_20220831 20,1439.3957531857518
2_20220831 21,1239.860227144741
2_20220831 22,1360.839682518503
2_20220831 23,1155.572606480594
3_20220825 00,1049.2413407353722
3_20220825 01,1028.8299432356396
3_20220825 02,960.1746738897216
3_20220825 03,932.2814422646442
3_20220825 04,955.9245162043342
3_20220825 05,933.3364915521196
3_20220825 06,870.5539232804657
3_20220825 07,881.434705499835
3_20220825 08,1118.6215607320214
3_20220825 09,1276.0712302184363
3_20220825 10,1170.485610562417
3_20220825 11,1247.8760041680207
3_20220825 12,1175.979502038833
3_20220825 13,1265.0555357459514
3_20220825 14,1248.0704279412153
3_20220825 15,1500.6155433786457
3_20220825 16,1148.5991250339728
3_20220825 17,1348.8029098018771
3_20220825 18,1182.9770345776692
3_20220825 19,1224.0181418466996
3_20220825 20,1133.2782922408378
3_20220825 21,1121.7230147681182
3_20220825 22,958.5945341333135
3_20220825 23,947.3461268968657
3_20220826 00,967.8861286492089
3_20220826 01,1064.0433809215617
3_20220826 02,1363.813983021451
3_20220826 03,967.5369382058365
3_20220826 04,1014.2035094895557
3_20220826 05,968.4986716267467
3_20220826 06,987.401592796299
3_20220826 07,1053.9104775227108
3_20220826 08,1103.1441599412149
3_20220826 09,1108.7338050313008
3_20220826 10,1122.1438133389956
3_20220826 11,1266.8239054113703
3_20220826 12,1583.5588315230766
3_20220826 13,1529.9765213835656
3_20220826 14,1893.336230367068
3_20220826 15,2174.604486397151
3_20220826 16,1977.728408242378
3_20220826 17,1659.3934351847245
3_20220826 18,1772.014999706646
3_20220826 19,1547.5808963048491
3_20220826 20,1456.9511956247547
3_20220826 21,1222.2107815484503
3_20220826 22,1290.8385481271664
3_20220826 23,1126.8446260714618
3_20220827 00,811.5094900843053
3_20220827 01,974.3384012311734
3_20220827 02,979.8603707091224
3_20220827 03,998.5667098026213
3_20220827 04,819.4632927380795
3_20220827 05,910.9885492711601
3_20220827 06,857.2510114752683
3_20220827 07,836.57481288417
3_20220827 08,1094.7805437014024
3_20220827 09,1254.3359965914647
3_20220827 10,1413.1086294865886
3_20220827 11,1336.0815282887497
3_20220827 12,1331.2379694373233
3_20220827 13,1448.8716956191897
3_20220827 14,1347.5523369949904
3_20220827 15,1445.7313295183023
3_20220827 16,1364.6717993705095
3_20220827 17,1403.9015401348313
3_20220827 18,1343.1114629710282
3_20220827 19,1392.0503225383486
3_20220827 20,1161.1024271353278
3_20220827 21,1247.4055575451478
3_20220827 22,1148.20450489092
3_20220827 23,1251.605935022731
3_20220828 00,872.7135217549746
3_20220828 01,984.4105483900322
3_20220828 02,800.2211507417051
3_20220828 03,826.1630315185772
3_20220828 04,852.3210072047433
3_20220828 05,810.6286792277114
3_20220828 06,874.8919657958971
3_20220828 07,867.4947161237441
3_20220828 08,1038.976094566078
3_20220828 09,1352.6693916809975
3_20220828 10,1350.4038504027005
3_20220828 11,1296.0843495802121
3_20220828 12,1280.7833512024497
3_20220828 13,1269.0694301132464
3_20220828 14,1333.971828933724
3_20220828 15,1369.641443883573
3_20220828 16,1302.2967623420834
3_20220828 17,1324.6773844255465
3_20220828 18,1356.2815266147327
3_20220828 19,1266.34823917217
3_20220828 20,1180.7581461674108
3_20220828 21,987.9965114344727
3_20220828 22,1050.3364265130458
3_20220828 23,885.6151637133293
3_20220829 00,908.4519988356199
3_20220829 01,952.8828703574034
3_20220829 02,867.2583834652418
3_20220829 03,949.9001581879076
3_20220829 04,888.5604196385241
3_20220829 05,1152.434903984197
3_20220829 06,980.7329068578476
3_20220829 07,984.8939394142799
3_20220829 08,1135.0847515421374
3_20220829 09,1207.4464651018402
3_20220829 10,1119.8468352082084
3_20220829 11,1066.2284603236265
3_20220829 12,965.9367800194461
3_20220829 13,1071.8673295944288
3_20220829 14,1050.7680922450677
3_20220829 15,979.446706351562
3_20220829 16,889.2824186405579
3_20220829 17,1046.4569626258674
3_20220829 18,1023.1107930137998
3_20220829 19,1015.6806291917327
3_20220829 20,868.9700819701583
3_20220829 21,951.2324351550898
3_20220829 22,751.5260308427878
3_20220829 23,822.8211367860309
3_20220830 00,1023.2927469860207
3_20220830 01,979.4766492512866
3_20220830 02,975.3227746271403
3_20220830 03,899.1417189222908
3_20220830 04,889.0024660646745
3_20220830 05,960.880809265899
3_20220830 06,954.8960498647385
3_20220830 07,935.8610729266069
3_20220830 08,1406.6268916371146
3_20220830 09,1271.3526528688249
3_20220830 10,1418.9403700462512
3_20220830 11,1354.821242504285
3_20220830 12,1204.6872516042984
3_20220830 13,1379.5290562604348
3_20220830 14,1373.7637195487418
3_20220830 15,1338.7563231021247
3_20220830 16,1384.2127422857116
3_20220830 17,1380.4409563980446
3_20220830 18,1433.5995822368484
3_20220830 19,1401.3728411536347
3_20220830 20,987.3387171576138
3_20220830 21,947.0114277539051
3_20220830 22,1022.8941407242887
3_20220830 23,1093.450614056103
3_20220831 00,1113.1536525415042
3_20220831 01,1034.1097759119216
3_20220831 02,1158.1476185349848
3_20220831 03,1158.2119823197966
3_20220831 04,1128.7563870471056
3_20220831 05,1068.216157523287
3_20220831 06,1154.451816963268
3_20220831 07,1009.1686554877293
3_20220831 08,1483.1995395625984
3_20220831 09,1468.0915887201354
3_20220831 10,1319.6105812024439
3_20220831 11,1301.8690046037425
3_20220831 12,1221.021513211651
3_20220831 13,1207.4567282096516
3_20220831 14,1269.752497754039
3_20220831 15,1090.245248891935
3_20220831 16,1255.1225061615482
3_20220831 17,1258.2059291838623
3_20220831 18,1279.3299261791296
3_20220831 19,1189.627958554207
3_20220831 20,893.2940168560692
3_20220831 21,998.6217233509982
3_20220831 22,1139.2456154988215
3_20220831 23,1299.6775249849268
4_20220825 00,668.9254622425783
4_20220825 01,698.3689893797521
4_20220825 02,754.5387670484788
4_20220825 03,824.0305829553783
4_20220825 04,859.7583270103145
4_20220825 05,667.6604414384562
4_20220825 06,721.5921215866662
4_20220825 07,694.8211611600026
4_20220825 08,1252.6383688064539
4_20220825 09,1198.744647555307
4_20220825 10,1329.8581783325483
4_20220825 11,1191.344380241659
4_20220825 12,1247.747865427527
4_20220825 13,1209.4525746189643
4_20220825 14,1190.2552523203397
4_20220825 15,953.0179007934713
4_20220825 16,1186.376707213421
4_20220825 17,1264.7916034040904
4_20220825 18,1288.8021707443822
4_20220825 19,1279.8782678209363
4_20220825 20,752.0717212287165
4_20220825 21,767.0234156877876
4_20220825 22,755.0514485456864
4_20220825 23,736.1123093554737
4_20220826 00,770.8917284981286
4_20220826 01,772.0695640345573
4_20220826 02,761.614554751714
4_20220826 03,708.485536542901
4_20220826 04,730.0607947805032
4_20220826 05,711.4195073136294
4_20220826 06,707.6399614205728
4_20220826 07,721.7852642811301
4_20220826 08,1221.3314932472224
4_20220826 09,1254.739688948202
4_20220826 10,1099.4003974380103
4_20220826 11,1286.8729213832773
4_20220826 12,1242.9386859608478
4_20220826 13,1277.7545834850414
4_20220826 14,1303.5258081452869
4_20220826 15,1266.7224920154858
4_20220826 16,1256.0158478371304
4_20220826 17,1259.5678775212368
4_20220826 18,1229.5876583694737
4_20220826 19,1184.2780534653234
4_20220826 20,708.7822797395575
4_20220826 21,757.2945242497909
4_20220826 22,837.5450541604829
4_20220826 23,751.820855113161
4_20220827 00,681.4529531604496
4_20220827 01,726.2744970047345
4_20220827 02,843.910293830786
4_20220827 03,854.7852642812034
4_20220827 04,763.7719172618913
4_20220827 05,761.841282931199
4_20220827 06,726.9599960598274
4_20220827 07,738.246620133815
4_20220827 08,1090.8879752810305
4_20220827 09,878.7764155285887
4_20220827 10,1114.3947838516297
4_20220827 11,1144.260092388158
4_20220827 12,1094.6090647562728
4_20220827 13,1124.0681051180386
4_20220827 14,1203.0000711062894
4_20220827 15,1193.4423337789717
4_20220827 16,1182.509801479679
4_20220827 17,1162.3338944292461
4_20220827 18,1184.642925017474
4_20220827 19,1133.1674829588455
4_20220827 20,720.0144222974221
4_20220827 21,756.6116101522452
4_20220827 22,673.2589327610453
4_20220827 23,754.4510864168967
4_20220828 00,752.8671808116809
4_20220828 01,713.9602041105292
4_20220828 02,736.609451457083
4_20220828 03,730.6636089628826
4_20220828 04,737.3425065673368
4_20220828 05,776.2880982340316
4_20220828 06,724.8800755708597
4_20220828 07,676.0038935587362
4_20220828 08,1214.2110743385833
4_20220828 09,1032.2648148116937
4_20220828 10,1127.8002735998869
4_20220828 11,1215.1316775686598
4_20220828 12,1145.5489388321964
4_20220828 13,1146.622862006882
4_20220828 14,1240.1598602794966
4_20220828 15,1431.9098333259074
4_20220828 16,1433.0525491254214
4_20220828 17,1406.7342956403597
4_20220828 18,1212.7773313124083
4_20220828 19,1273.21199067862
4_20220828 20,771.0199603195658
4_20220828 21,787.6030073017165
4_20220828 22,695.5442290491284
4_20220828 23,731.849816139718
4_20220829 00,646.4304448126446
4_20220829 01,701.1287406993856
4_20220829 02,670.0144659221648
4_20220829 03,637.9862228453939
4_20220829 04,694.8940876035718
4_20220829 05,775.1332872855858
4_20220829 06,716.4635747295903
4_20220829 07,787.1255913942178
4_20220829 08,982.7540580972175
4_20220829 09,1054.2832469108355
4_20220829 10,978.0225667574226
4_20220829 11,981.1964257048483
4_20220829 12,1052.6488605559678
4_20220829 13,1076.7020583187932
4_20220829 14,1143.7659786786792
4_20220829 15,1168.6842253643833
4_20220829 16,1078.2769618220273
4_20220829 17,1162.7110979008812
4_20220829 18,918.8595770886911
4_20220829 19,1200.2232221452825
4_20220829 20,742.5647024372596
4_20220829 21,782.8717224571532
4_20220829 22,759.470191755971
4_20220829 23,762.8880444587293
4_20220830 00,810.4651462974052
4_20220830 01,807.7518747776868
4_20220830 02,846.0874411953579
4_20220830 03,821.6977168511665
4_20220830 04,891.8589298964469
4_20220830 05,989.6515598998844
4_20220830 06,978.25548077896
4_20220830 07,973.7992991764794
4_20220830 08,1154.1293607221098
4_20220830 09,1130.1965484751563
4_20220830 10,1112.3490583465227
4_20220830 11,1165.9662421312344
4_20220830 12,1184.7741287919625
4_20220830 13,1117.337939497811
4_20220830 14,1165.1013626239599
4_20220830 15,1190.7966426446046
4_20220830 16,1169.3387027334109
4_20220830 17,1171.5815347104408
4_20220830 18,1280.0154388861633
4_20220830 19,1144.4060112217712
4_20220830 20,931.6403318188511
4_20220830 21,859.1129365981753
4_20220830 22,859.4564143760662
4_20220830 23,815.2475148570828
4_20220831 00,799.0716923560173
4_20220831 01,848.2528381736045
4_20220831 02,771.3840463123504
4_20220831 03,743.8326682452582
4_20220831 04,888.4088064634079
4_20220831 05,899.3873009996621
4_20220831 06,747.5338388310397
4_20220831 07,758.5455146163567
4_20220831 08,1112.9924998937126
4_20220831 09,1093.4943572787654
4_20220831 10,1084.841710122465
4_20220831 11,1204.066003384929
4_20220831 12,1177.929650840698
4_20220831 13,1154.0127829293083
4_20220831 14,1212.287453761872
4_20220831 15,1209.1694713750865
4_20220831 16,1197.6135240218064
4_20220831 17,1213.1968371621106
4_20220831 18,1209.9390620213894
4_20220831 19,1205.35884216414
4_20220831 20,889.5698795753381
4_20220831 21,718.2054091998215
4_20220831 22,856.0733568893667
4_20220831 23,698.6285512347946
5_20220825 00,1869.0687094370835
5_20220825 01,1817.7073840841776
5_20220825 02,1878.2743473015678
5_20220825 03,1914.0858914589207
5_20220825 04,1899.4517081888991
5_20220825 05,1821.6182360449084
5_20220825 06,2032.325849707323
5_20220825 07,1795.5014214404314
5_20220825 08,2966.896072923293
5_20220825 09,3068.372517549308
5_20220825 10,2773.5940092624746
5_20220825 11,2769.84866542645
5_20220825 12,3104.965366392334
5_20220825 13,3493.4450447192476
5_20220825 14,3495.043424211505
5_20220825 15,2932.697479471479
5_20220825 16,2999.073154713159
5_20220825 17,3122.300722114684
5_20220825 18,2803.445631948702
5_20220825 19,2883.2814705447004
5_20220825 20,1878.3036442539048
5_20220825 21,1884.0162111486566
5_20220825 22,1855.8281353815523
5_20220825 23,1961.8359801135734
5_20220826 00,2010.5900813479386
5_20220826 01,2189.9676051366573
5_20220826 02,2233.8205553894777
5_20220826 03,1975.9521716057009
5_20220826 04,1909.7043899674181
5_20220826 05,1927.018309560145
5_20220826 06,1891.8660417200194
5_20220826 07,1944.6730138830553
5_20220826 08,2975.45090750748
5_20220826 09,3345.0438414274117
5_20220826 10,3412.3772636967637
5_20220826 11,3744.906708521656
5_20220826 12,4901.151698996377
5_20220826 13,5132.808008135937
5_20220826 14,5225.395445521469
5_20220826 15,5417.8463391196065
5_20220826 16,5018.558991246954
5_20220826 17,5229.22184740557
5_20220826 18,4096.828269005203
5_20220826 19,4039.057565843462
5_20220826 20,2505.2526829424055
5_20220826 21,2197.6682754729186
5_20220826 22,2311.2992044879716
5_20220826 23,2198.9783439744724
5_20220827 00,2054.678418406851
5_20220827 01,2178.2695069598562
5_20220827 02,2442.22248783227
5_20220827 03,2424.3264272118536
5_20220827 04,2246.7296090909563
5_20220827 05,2223.8174644772857
5_20220827 06,1924.0067689346945
5_20220827 07,2110.0167163082283
5_20220827 08,3627.3000514871105
5_20220827 09,3651.2597960737544
5_20220827 10,4150.582431469245
5_20220827 11,3876.3186706450324
5_20220827 12,4701.6875350536675
5_20220827 13,4329.496546891902
5_20220827 14,4382.021744251212
5_20220827 15,4160.74237999933
5_20220827 16,4145.249565996756
5_20220827 17,4265.273031029361
5_20220827 18,4535.9085548740495
5_20220827 19,4689.879753806325
5_20220827 20,2530.1354040698407
5_20220827 21,2412.4830635943626
5_20220827 22,2472.2115939782366
5_20220827 23,2346.494971885455
5_20220828 00,1676.1386325306048
5_20220828 01,1511.3782310462002
5_20220828 02,1572.052218535149
5_20220828 03,1564.741816162186
5_20220828 04,1587.046391814207
5_20220828 05,1509.4922211816274
5_20220828 06,1595.938629618908
5_20220828 07,1679.6808061406407
5_20220828 08,4244.865421826601
5_20220828 09,3777.261631366303
5_20220828 10,4023.9430673901293
5_20220828 11,4789.5365766454115
5_20220828 12,5065.066465720791
5_20220828 13,4733.812783538352
5_20220828 14,5398.474496639358
5_20220828 15,6509.351685990338
5_20220828 16,6383.096980873999
5_20220828 17,5904.354792891597
5_20220828 18,5471.390551582763
5_20220828 19,5548.694913012315
5_20220828 20,1902.1690173561562
5_20220828 21,1528.1640470170155
5_20220828 22,1652.7958270862443
5_20220828 23,1740.8958618345505
5_20220829 00,1623.1395521480024
5_20220829 01,1556.5725800501186
5_20220829 02,1680.4764349353381
5_20220829 03,1504.5442370222106
5_20220829 04,1457.9833598687908
5_20220829 05,1508.370211643533
5_20220829 06,1520.8640390434841
5_20220829 07,1551.2205471768764
5_20220829 08,1550.4822534609557
5_20220829 09,1676.2373017551517
5_20220829 10,1571.8624561971737
5_20220829 11,1600.7947850599471
5_20220829 12,1747.6062417489318
5_20220829 13,1595.7247763391124
5_20220829 14,1751.6098591061852
5_20220829 15,1649.3475679261198
5_20220829 16,1738.8171303054276
5_20220829 17,1728.027112713922
5_20220829 18,1651.1699286732146
5_20220829 19,1624.7525795724769
5_20220829 20,1510.4315738926748
5_20220829 21,1649.6467534419382
5_20220829 22,1498.5918340300514
5_20220829 23,1513.233588861442
5_20220830 00,1551.3785848052191
5_20220830 01,1514.918737364641
5_20220830 02,1682.74689651076
5_20220830 03,1684.4837361983207
5_20220830 04,1832.712203114769
5_20220830 05,2012.4243243400667
5_20220830 06,1979.0145039877757
5_20220830 07,1854.4076870459583
5_20220830 08,2098.038083664672
5_20220830 09,2065.253637407004
5_20220830 10,2099.305247190894
5_20220830 11,2332.345258634373
5_20220830 12,2275.3080836360355
5_20220830 13,2081.4728168382103
5_20220830 14,2277.2420791896384
5_20220830 15,2328.6555042514615
5_20220830 16,2350.208944453697
5_20220830 17,2244.425568310541
5_20220830 18,2231.912469082946
5_20220830 19,2333.5432103169246
5_20220830 20,1852.5147624070712
5_20220830 21,1836.3347792309316
5_20220830 22,1821.6528977426499
5_20220830 23,1730.4714827154537
5_20220831 00,1706.8743463088974
5_20220831 01,1768.13416280904
5_20220831 02,1655.089489266979
5_20220831 03,1681.8587837983432
5_20220831 04,1792.5832146235127
5_20220831 05,1791.073350522402
5_20220831 06,1627.8708320198982
5_20220831 07,1683.9678248210714
5_20220831 08,2126.8570328893893
5_20220831 09,2106.9860510440403
5_20220831 10,2250.814192409607
5_20220831 11,2643.2833332456717
5_20220831 12,2522.90078613194
5_20220831 13,2385.066640180543
5_20220831 14,2571.957717534683
5_20220831 15,2531.0300086259876
5_20220831 16,2395.632293364743
5_20220831 17,2654.3064436743857
5_20220831 18,2403.5694890720433
5_20220831 19,2401.6009862515934
5_20220831 20,1901.8458721438785
5_20220831 21,1664.0124809879678
5_20220831 22,1737.760984661872
5_20220831 23,1709.9873233599583
6_20220825 00,1377.846458665981
6_20220825 01,1441.4072550264004
6_20220825 02,1482.9057152903679
6_20220825 03,1374.0727473489442
